names,wkt_geom
областная больница,"POLYGON((30.7906789 46.5833795, 30.7895083 46.584097, 30.7882884 46.5831673, 30.7885108 46.5830275, 30.7872818 46.5821125, 30.787423 46.5820257, 30.7869724 46.5816872, 30.7887201 46.580965, 30.7890249 46.5812186, 30.7901936 46.5805681, 30.7905442 46.5808716, 30.7912878 46.5805044, 30.7927476 46.5819475, 30.7927274 46.5821185, 30.7906789 46.5833795))"
оперный,"POLYGON((30.7406683 46.4854004, 30.7411702 46.4850371, 30.7416509 46.4853256, 30.7415536 46.4857036, 30.7418347 46.4857725, 30.7409075 46.4858409, 30.7406683 46.4854004))"
осипова,"LINESTRING(30.7440521 46.4708399, 30.745119 46.4777694)"
парк Победы,"POLYGON((30.7502509 46.441498, 30.7564172 46.4406486, 30.7569592 46.4409361, 30.7583546 46.4458977, 30.7572612 46.4476163, 30.7566588 46.4482701, 30.7567975 46.4483238, 30.7556456 46.4499987, 30.754361 46.4494747, 30.7542723 46.449298, 30.7499351 46.4477749, 30.7505536 46.4467102, 30.7512791 46.4467712, 30.7515581 46.4463026, 30.7515824 46.4459192, 30.7499135 46.445388, 30.7501754 46.4449341, 30.7502509 46.441498))"
пищевая академия,"POLYGON((30.7421959 46.4584201, 30.744662 46.4582834, 30.7451039 46.4601057, 30.7439441 46.4601702, 30.7440028 46.4604559, 30.7421394 46.4605926, 30.7424038 46.4601361, 30.7421959 46.4584201))"
Толбухина,"POLYGON((30.72798 46.4292289, 30.7278719 46.429157, 30.7277484 46.429075, 30.7281503 46.4293094, 30.72798 46.4292289))"
площадь Толстого,"POLYGON((30.7236194 46.4796302, 30.723315 46.4797801, 30.723378 46.4795311, 30.7236194 46.4796302))"
политех,"POLYGON((30.7501865 46.4620066, 30.7497389 46.4585748, 30.7516364 46.4585085, 30.7521482 46.45793, 30.7528679 46.4582025, 30.7525625 46.4586543, 30.7526303 46.4590929, 30.7521703 46.4591217, 30.7522272 46.4595693, 30.752788 46.4595369, 30.7531772 46.4619313, 30.750152 46.4621391, 30.7501865 46.4620066))"
пр. Шевченко|Шевченко|проспект Шевченко,"LINESTRING(30.7501442 46.4621449, 30.7497354 46.4583405, 30.7582175 46.4463271, 30.758385 46.445744, 30.7581137 46.4444366)"
русский театр,"POLYGON((30.7343329 46.483092, 30.7343976 46.4835211, 30.7340032 46.4835478, 30.7339415 46.4831196, 30.7343329 46.483092))"
рынок северный,"POLYGON((30.7918539 46.5862844, 30.7921183 46.5861312, 30.7929235 46.5868037, 30.7942329 46.5859798, 30.7960696 46.5874486, 30.7939963 46.5886594, 30.7917273 46.5869531, 30.7917355 46.5866814, 30.7921054 46.5864646, 30.7918539 46.5862844))"
рынок южный,"POLYGON((30.7241579 46.3966775, 30.724447 46.3936946, 30.725548 46.393677, 30.7254615 46.3946431, 30.7259444 46.3947808, 30.7258476 46.3954562, 30.7255691 46.3954506, 30.7255041 46.395773, 30.7251375 46.3957655, 30.7250894 46.3967109, 30.7241579 46.3966775))"
санаторий Лермонтовский,"POLYGON((30.7572723 46.4746341, 30.7567016 46.4749239, 30.7560535 46.4748006, 30.7555656 46.4743685, 30.7555359 46.473778, 30.7553231 46.4735615, 30.7564791 46.4735116, 30.7569821 46.4738813, 30.756542 46.4740812, 30.7572723 46.4746341))"
санаторий Хаджибей,"POLYGON((30.7618353 46.4581505, 30.7614658 46.4586977, 30.7595152 46.4582624, 30.7598163 46.4576885, 30.7618353 46.4581505))"
Якорь,"POLYGON((30.7463279 46.3838712, 30.7458202 46.3838799, 30.7458957 46.384563, 30.7454861 46.3845626, 30.7452453 46.3838944, 30.7450271 46.3838799, 30.7448125 46.3832242, 30.7480915 46.382656, 30.7482246 46.3833039, 30.7465083 46.3833734, 30.7463153 46.383602, 30.7463279 46.3838712))"
сити центр котовский|сити цент поскот,"POLYGON((30.7937116 46.5849926, 30.792493 46.5840381, 30.7937028 46.5833085, 30.7949214 46.5842631, 30.7937116 46.5849926))"
сити центр|ситик|сити центр таирова,"POLYGON((30.7122364 46.4151254, 30.7126132 46.4160541, 30.7123769 46.4160996, 30.7125466 46.4165181, 30.7122991 46.4164476, 30.7088914 46.4171038, 30.7082867 46.4156115, 30.7111402 46.415062, 30.7113506 46.4151912, 30.7122364 46.4151254))"
скворцова,"POLYGON((30.7196904 46.446244, 30.7196926 46.4491622, 30.7197033 46.4508042, 30.7197221 46.4526917, 30.7196904 46.446244))"
спартаковская,"LINESTRING(30.6998568 46.4442663, 30.7033796 46.4483738, 30.7063904 46.4522006, 30.7071066 46.4530996, 30.707226 46.4531764)"
спуск Ковалевского,"POLYGON((30.7128503 46.4879018, 30.7125052 46.4874413, 30.7127137 46.4868533, 30.712765 46.4851874, 30.7128503 46.4879018))"
станкостроительный,"POLYGON((30.7217799 46.4142468, 30.7216503 46.4139745, 30.7232902 46.4132845, 30.7239177 46.4134767, 30.7243908 46.4139426, 30.7224973 46.4147559, 30.7217799 46.4142468))"
стекляшка,"POLYGON((30.7483861 46.4768584, 30.7483602 46.4766753, 30.7486468 46.4766561, 30.7486726 46.4768392, 30.7483861 46.4768584))"
строительная академия|стройка,"POLYGON((30.7167495 46.4843946, 30.7165738 46.4849444, 30.7142249 46.4842086, 30.7144626 46.4830127, 30.7176782 46.4831944, 30.7174802 46.4844887, 30.7167495 46.4843946))"
таврия суворовская,"POINT(30.80571 46.59946)"
таврия таировская,"POLYGON((30.723245 46.3904969, 30.723264 46.3906857, 30.7232279 46.3906874, 30.7232089 46.3904987, 30.723245 46.3904969))"
таможенная площадь,"LINESTRING(30.7464818 46.4846191, 30.7467994 46.4851766)"
украинский театр,"POLYGON((30.7267356 46.490311, 30.7273485 46.4906812, 30.726877 46.4910313, 30.7269276 46.4908923, 30.7264047 46.4905791, 30.7267356 46.490311))"
фонтан|фонтанская,"LINESTRING(30.7384208 46.4516957, 30.7384667 46.4516559, 30.7391782 46.4501545, 30.7403976 46.447799, 30.7415281 46.4456752, 30.741754 46.445269, 30.7426841 46.4434892, 30.7451528 46.4387508, 30.7454693 46.4380842, 30.7458298 46.4374502, 30.7461072 46.4369101, 30.7467492 46.435679, 30.7474338 46.4343322, 30.7485915 46.4321895, 30.7492236 46.4310053, 30.7501075 46.4293625, 30.750479 46.4286727, 30.7513801 46.4270046, 30.7524555 46.4249199, 30.7531525 46.4231843, 30.7537157 46.4216938, 30.7540539 46.4207909, 30.7541845 46.4204444, 30.7533321 46.4186621, 30.7521883 46.4161904, 30.7537655 46.4147085, 30.7539549 46.4116323, 30.7556373 46.4106545, 30.7557022 46.4086495, 30.7551387 46.4058955, 30.7547157 46.4050553, 30.7533928 46.4025889, 30.7531119 46.4021219, 30.7505979 46.3984255, 30.7502138 46.3980263, 30.7472135 46.3913629)"
художественный музей,"POLYGON((30.7285861 46.4934353, 30.7282438 46.4936269, 30.728291 46.493463, 30.7279119 46.4934521, 30.7280891 46.4933074, 30.7284453 46.4934291, 30.7287879 46.4930893, 30.7290767 46.4931995, 30.7285982 46.493603, 30.7285861 46.4934353))"
цирк,"POLYGON((30.7258511 46.4866734, 30.7263654 46.4869646, 30.726555 46.4868166, 30.7267672 46.4870068, 30.7266063 46.4871003, 30.7266871 46.4872917, 30.7262496 46.4873984, 30.7253937 46.486874, 30.7257407 46.4866044, 30.7258511 46.4866734))"
шишкина,"LINESTRING(30.7459815 46.4095041, 30.7366109 46.4085386, 30.7298697 46.4076354)"
щерса|щёрса|щорса,"LINESTRING(30.703196 46.442792, 30.683025 46.451654)"
юридическая академия|онюа|юрка,"POLYGON((30.7441608 46.4422906, 30.7437208 46.4423368, 30.7441932 46.4414182, 30.7446987 46.4415202, 30.7448902 46.4411745, 30.7460503 46.4412059, 30.7462355 46.4413078, 30.7464362 46.4419167, 30.7441608 46.4422906))"
Пересипський міст|Пересыпский мост|Мост пересыпь,"LINESTRING(30.7234329 46.4973352, 30.7242349 46.4971866, 30.724943 46.4970296, 30.7255116 46.4968598, 30.7260534 46.4966677, 30.7268581 46.4963686, 30.7271612 46.4962477, 30.7271839 46.4962761, 30.7272054 46.4963067, 30.7269064 46.4964148, 30.7261084 46.496725, 30.7255478 46.4969207, 30.7249711 46.4970795, 30.724259 46.4972383, 30.723445 46.4973851, 30.7229863 46.4974525, 30.7224163 46.4975291, 30.7219027 46.497566, 30.7212348 46.4975835, 30.7212343 46.4975567, 30.7212308 46.4975263, 30.721896 46.4975088, 30.7224284 46.4974765, 30.7229796 46.4974017)"
новая дорога|The most,"LINESTRING(30.7001600 46.4532840, 30.7002544 46.4541452, 30.7003186 46.4544467, 30.7003727 46.4546306, 30.7004656 46.4548670, 30.7005822 46.4550870, 30.7006663 46.4552571, 30.7007578 46.4554054, 30.7009349 46.4556177, 30.7011682 46.4558817, 30.7021350 46.4568949, 30.7029023 46.4577089, 30.7030131 46.4578135, 30.7030792 46.4578758, 30.7031960 46.4579860, 30.7034379 46.4582190, 30.7037414 46.4584298, 30.7039441 46.4585606)"
Облгаи|обл гаи,"POINT(30.720118 46.412365)"
